Price,Close,High,Low,Open,Volume,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2023-05-15,170.00634765625,171.13267487374878,169.4135375098661,171.0832715155854,37266700,-0.002897195600930713
2023-05-16,170.00634765625,171.0635071571624,169.73958158279842,169.92730529834625,42110300,0.0
2023-05-17,170.61891174316406,170.85602374756016,168.37613188825594,169.65066921503973,57951600,0.003603183618488437
2023-05-18,172.95059204101562,173.13831574371522,170.51021405749552,170.92517510124802,65496700,0.01366601318710492
2023-05-19,173.05926513671875,174.27450921230027,172.84190244667505,174.27450921230027,55809500,0.0006283476362853868
2023-05-22,172.11080932617188,172.61470252401188,171.36980410656224,171.8934465890232,43570900,-0.005480526048678103
2023-05-23,169.50244140625,171.300620989034,169.22580071286586,171.05361929309908,50747300,-0.01515516619864754
2023-05-24,169.77908325195312,170.35212899950594,168.4749221279745,169.03807815911904,45143500,0.0016320817765691498
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300,0.006692405489455044
2023-05-26,173.3260498046875,173.66198362102864,171.0338815491583,171.2413696393752,54835000,0.014104857145356808
2023-05-30,175.17359924316406,176.84333305757605,174.45235853913644,174.83768056740178,55964400,0.010659386979386287
2023-05-31,175.1242218017578,177.19904230758075,174.64009299685546,175.20326416230037,99625300,-0.0002818771870851666
2023-06-01,177.9301300048828,177.95976900098933,174.8080250915144,175.5687945017499,68901800,0.016022387847075326
2023-06-02,178.77981567382812,179.59986307293,177.11008187963884,178.8588580217184,61996900,0.004775389468450353
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500,-0.007571023258283183
2023-06-06,177.06068420410156,177.95975882757918,175.30201843952955,177.81156385551847,64848400,-0.0020604915389039746
2023-06-07,175.6873779296875,179.03672040758232,175.19337452542106,176.29993732672585,61944600,-0.00775613333127656
2023-06-08,178.40440368652344,178.67115468077665,175.3317017878174,175.76641213704826,50214900,0.015465116440654736
2023-06-09,178.78973388671875,180.0444917855316,178.4636898031236,179.32325097528164,48900000,0.0021598693318825024
2023-06-12,181.5857696533203,181.68457636718009,178.79959821677159,179.09600328256303,54274900,0.0156386818516836
2023-06-13,181.11151123046875,181.9414332653256,180.2519501997803,180.60763322554558,54929100,-0.0026117598518705654
2023-06-14,181.7438507080078,182.1785761189824,179.8370047903456,181.17080494588566,57462900,0.003491437254556473
2023-06-15,183.77914428710938,184.28303741690132,181.57589328622848,181.7537423543279,65433200,0.011198692947094413
2023-06-16,182.70220947265625,184.74739071591918,182.06001110467366,184.4904993080967,101256200,-0.005859940302968658
2023-06-20,182.79112243652344,183.8680612460024,182.19832743508823,182.19832743508823,49799100,0.0004866551101041505
2023-06-21,181.75375366210938,183.18636063386023,180.40017397466633,182.68246747271866,49515700,-0.005675159496732696
2023-06-22,184.7572784423828,184.8066817993699,181.46721386744264,181.53638158238215,51245300,0.01652524209132511
2023-06-23,184.44110107421875,185.31055187722217,182.79113153727351,183.3246636484937,53117000,-0.0017113121108387475
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700,-0.007552989311631175
2023-06-27,185.8045654296875,186.13060949863421,183.4432296659109,183.66059237854205,50730800,0.015059141472303583
2023-06-28,186.98031616210938,187.62251465229744,185.35011071729988,185.67613974563,51216800,0.006327889358923144
2023-06-29,187.31619262695312,187.79044671269003,186.67399428172388,186.81231462111722,46347300,0.0017963199107682293
2023-06-30,191.64366149902344,192.14753949056515,188.96615669898216,189.3317294308403,85213200,0.023102481485349324
2023-07-03,190.1518096923828,191.5547776450248,189.46019281962833,191.45597092726317,31458200,-0.007784508994304606
2023-07-05,189.03533935546875,190.66554451499093,188.33384790710164,189.27246641036476,46920300,-0.0058714683742439044
2023-07-06,189.50955200195312,189.71704003056965,186.93085405769477,187.56317770691825,45094300,0.0025085925631749273
2023-07-07,188.3931427001953,190.3592817984136,187.9584323411384,189.11439856972888,46815000,-0.005891045015748331
2023-07-10,186.34796142578125,187.71141562141005,184.79678352776446,186.9901598095207,59922200,-0.010855922063303103
2023-07-11,185.82432556152344,187.0296950947768,184.3620796809065,186.8913747422291,46638100,-0.0028099897645854632
2023-07-12,187.49407958984375,189.40092573103476,186.20966756388748,187.40514750841933,60750200,0.008985659026473858
2023-07-13,188.2548065185547,188.89701997543003,187.5039267878899,188.21529288043007,41342300,0.0040573383990314404
2023-07-14,188.4030303955078,188.88714410801785,187.35574553686786,187.94854060692288,41616200,0.0007873577291026557
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200,0.0173055695870985
2023-07-18,191.40655517578125,191.99936529239264,190.1122686661601,191.03112283932904,48288200,-0.0013403545108708892
2023-07-19,192.7601318359375,195.85258285437448,190.3395031262878,190.7841182449009,80507300,0.00707173617389012
2023-07-20,190.81375122070312,194.1136901954007,190.19130213491889,192.7502360363635,59581200,-0.010097423137741868
2023-07-21,189.63804626464844,192.63170595716375,188.93655473427472,191.77214478083425,71951700,-0.0061615315905341195
2023-07-24,190.43832397460938,192.57242242955687,189.9443205401746,191.09041212625252,45377800,0.0042200271819090585
2023-07-25,191.29788208007812,192.10805493602857,190.60628029804008,191.01136672601527,37283200,0.00451357734897595
2023-07-26,192.16732788085938,193.29365506077994,191.00148706119938,191.34728040522955,47471900,0.004544983934622326
2023-07-27,190.9027099609375,194.83497352174916,190.2407470931574,193.6691325212443,47460200,-0.0065808164887734
2023-07-28,193.48138427734375,194.27179277672036,191.8116502798051,192.3352927070371,48291400,0.013507793142035096
2023-07-31,194.0939178466797,194.1334465580661,192.91818743340556,193.70859582748605,38824100,0.003165852733707508
2023-08-01,193.26402282714844,194.37058568804014,192.93797875368105,193.88647197429418,35175100,-0.00427573943963977
2023-08-02,190.27035522460938,192.83916391140565,189.54911446715442,192.70084355962268,50389300,-0.01549004081952976
2023-08-03,188.87728881835938,190.06289415573028,188.40304969856896,189.27250064800953,61235200,-0.007321510513844998
2023-08-04,179.80734252929688,185.13269797319032,179.7381748247779,183.29500493096032,115956800,-0.04802031173681731
2023-08-07,176.7050323486328,180.93370048918646,175.2230220636036,179.9456936325003,97576100,-0.017253523337950383
2023-08-08,177.64361572265625,178.10798009875546,175.45023954323045,177.5349343777014,67823000,0.005311582593593878
2023-08-09,176.0529327392578,178.76006170176663,174.88707688488682,178.70078370635215,60378500,-0.008954349284816754
2023-08-10,175.83558654785156,178.58224448237493,175.4700288246158,177.32747151707323,54686900,-0.0012345502459090163
2023-08-11,175.89492797851562,176.71608281179377,174.6681548123879,175.4299516016464,52036700,0.0003374824847979241
2023-08-14,177.54714965820312,177.77469387045335,175.42005736478495,176.0730260741773,43675600,0.009393230940060393
2023-08-15,175.5585479736328,177.56690888775307,175.1628176334086,176.97331337741676,43622600,-0.01120041458507548
2023-08-16,174.68795776367188,176.63694575843348,174.61869664349865,175.24198634047178,46964900,-0.0049589736302199094
2023-08-17,172.1453399658203,175.6179215615527,171.6308784010705,175.25187020963352,66062900,-0.014555197910615991
2023-08-18,172.630126953125,173.23362560342792,170.12709527960956,170.46346761685473,61172200,0.002816149350316044
2023-08-21,173.96571350097656,174.2526308376999,171.88810651020768,173.2039318191006,46311900,0.007736694465932947
2023-08-22,175.3408966064453,175.78609702554508,174.37134667878323,175.17271045239184,42038900,0.007904908834010183
2023-08-23,179.1894073486328,179.6148317580196,176.42915305906453,176.6171302332487,52722800,0.021948734246668877
2023-08-24,174.49998474121094,179.16967585239115,174.13391827576947,178.74425133745834,54945800,-0.026170199884070655
2023-08-25,176.70620727539062,177.2404448053197,173.9459523611551,175.4893219988908,51449600,0.01264311018394415
2023-08-28,178.26934814453125,178.6650784859593,176.64682959084442,178.17040801110178,43820700,0.00884598732122921
2023-08-29,182.15745544433594,182.9291401969668,177.58670497165372,177.78457014737916,53003900,0.021810296275119656
2023-08-30,185.6498565673828,185.84773686983334,182.7708853589575,182.96875056526045,60813900,0.019172430326982015
2023-08-31,185.86746215820312,187.1041382306799,185.4816198274361,185.83778314015515,60794500,0.0011721290543595941
2023-09-01,187.4405517578125,187.89564016216337,186.27312153245367,187.47023078000296,45766500,0.008463501795007211
2023-09-05,187.67799377441406,187.9550080601447,185.6102746073009,186.27313129788112,45280000,0.0012667590570707432
2023-09-06,180.9603729248047,186.8370611072444,179.53571941437733,186.3918455631262,81755800,-0.035793332582635395
2023-09-07,175.66741943359375,176.31050026534143,171.69026361941778,173.31278256858107,112488800,-0.029249240624688255
2023-09-08,176.28079223632812,178.31884760950354,175.89494980617377,176.4489935101174,65551300,0.0034916708215562142
2023-09-11,177.4481964111328,178.37817933531872,175.44972343125323,178.15063513987275,58953100,0.0066224127994594095
2023-09-12,174.42083740234375,178.21001559327632,172.95661681425068,177.57683789873767,90370200,-0.017060522845636195
2023-09-13,172.35311889648438,175.41017925863045,172.1255595752841,174.6285913393108,84267900,-0.011854767679446931
2023-09-14,173.86680603027344,174.2229694212733,171.72982568427443,172.14534712441645,60895800,0.008782476020629426
2023-09-15,173.1445770263672,174.61870067060727,171.96727382158934,174.5989096220804,109259500,-0.004153921156062945
2023-09-18,176.07302856445312,177.46800307348116,174.2922116482627,174.59890495957814,67257600,0.016913330976805474
2023-09-19,177.1613006591797,177.71532920549458,175.24197669791334,175.62781908525017,51826900,0.006180799544367455
2023-09-20,173.61944580078125,177.78456267568592,173.5303936437239,177.34925024969752,58436200,-0.019992260415903185
2023-09-21,172.07608032226562,174.42082885900223,172.006834299268,172.68948203416045,63149100,-0.008889358397598857
2023-09-22,172.92689514160156,175.19249433338604,172.19479251227028,172.80817906033587,56725400,0.0049444107382183855
2023-09-25,174.20318603515625,175.0836990271703,172.2937498255981,172.34321990077478,46172700,0.007380522807106438
2023-09-26,170.12709045410156,173.3325457352886,169.83028512536117,172.95660640862047,64588900,-0.023398513390174625
2023-09-27,168.61337280273438,171.19555331579562,167.24809254140138,170.7800319235512,66921800,-0.008897569736405764
2023-09-28,168.87062072753906,170.19633406818943,165.83333655703308,167.53500431517824,56294400,0.001525667392382024
2023-09-29,169.3850860595703,171.2252609973693,168.5243490895999,170.18644988639232,51861100,0.003046505838699476
2023-10-02,171.89797973632812,172.44212024536975,169.108031178775,169.39494849088058,52164500,0.014835389202294103
2023-10-03,170.56239318847656,171.77929356494764,168.9992475938596,170.42388604353025,49594600,-0.0077696465653650515
2023-10-04,171.8089599609375,172.3531005247124,169.14763028223018,169.26634637027362,53020300,0.007308567552071432
2023-10-05,173.04562377929688,173.57986123329636,170.83938266052527,171.93755168454948,48527900,0.007197900613801211
2023-10-06,175.59815979003906,176.09283034712797,171.33408690716874,171.94748866333921,57266700,0.014750653353694076
2023-10-09,177.0821533203125,177.1415113656987,173.92615307401468,174.9253820623563,42390800,0.008451076776931021
2023-10-10,176.48855590820312,177.80438136546655,176.0532434145344,176.20165363527434,43698000,-0.0033521018407521863
2023-10-11,177.883544921875,177.9330149994758,175.70699737277417,176.30059301553902,47551100,0.007904132970510735
2023-10-12,178.7838134765625,180.39642899359671,177.13160077070958,178.1506358590928,56743100,0.005060999628059504
2023-10-13,176.9436492919922,179.9908063804386,176.24121051823693,179.48624788964275,51427100,-0.010292677780986859
2023-10-16,176.8150177001953,177.17118104988546,174.6285675347915,174.86601479996662,52517000,-0.0007269635972332322
2023-10-17,175.2617645263672,176.51823191229096,172.93682206936518,174.76709399132676,57549400,-0.008784622449105495
2023-10-18,173.96571350097656,175.68717223288098,173.2434988158149,173.70849028197048,54764400,-0.007394944521374125
2023-10-19,173.5897979736328,175.94441955236843,173.32267164674883,174.16360253338752,59302900,-0.0021608598601334794
2023-10-20,171.03729248046875,173.55021220691836,170.79984518424126,173.44138408316581,64244000,-0.014704236786725056
2023-10-23,171.156005859375,172.15523490983713,168.1187215150264,169.08828663709707,55980100,0.0006940789180218676
2023-10-24,171.59129333496094,171.81883752196748,169.6224994494151,171.20545097606092,43816600,0.0025432205747053516
2023-10-25,169.2762451171875,171.21534495437086,168.83102960610762,170.04792986204652,57157000,-0.013491641520844921
2023-10-26,165.11109924316406,169.55324523930184,163.90410215906684,168.554001286647,70625300,-0.024605613570527707
2023-10-27,166.4269256591797,167.1590433521086,165.05174242645685,165.13089150916355,58499100,0.007969339566189726
2023-10-30,168.47486877441406,169.34549366723184,167.0700063949142,167.21841659954197,51131000,0.012305359286803652
2023-10-31,168.94976806640625,169.07837213199355,166.1103491096919,167.54490564738762,44846000,0.002818813841179324
2023-11-01,172.1156463623047,172.37286957481675,168.30667766450742,169.1773025316942,56934900,0.018738577342432894
2023-11-02,175.6772918701172,175.88504503012373,173.58978171760563,173.64913976332178,77334800,0.020693327905327186
2023-11-03,174.76707458496094,174.9352758328065,171.50226149314057,172.38277434389337,79829200,-0.005181189187667967
2023-11-06,177.31959533691406,177.51746053122469,174.3317961816863,174.49998235165765,63841300,0.014605272520667123
2023-11-07,179.88198852539062,180.495375116872,177.06236062659886,177.2701137835187,70530000,0.014450705144053222
2023-11-08,180.94058227539062,181.4946108426327,179.65443590363796,180.40634475587757,49340300,0.005884934665654873
2023-11-09,180.46568298339844,182.15744752284814,179.87207238589124,181.00982351508927,53763500,-0.002624614589055496
2023-11-10,184.65611267089844,184.8245355233408,181.81296804065445,182.2488540012565,66133400,0.023220091588745273
2023-11-13,183.07110595703125,184.28959445510736,182.4866293320066,184.08156757584422,43627500,-0.008583559411824315
2023-11-14,185.68637084960938,186.3501007196846,184.55703694714765,185.94393292700153,60108400,0.014285514248173925
2023-11-15,186.25103759765625,187.72710311138576,186.0231936311185,186.09254599086609,53790500,0.003040970349429628
2023-11-16,187.93516540527344,189.173470968727,186.88506958999568,187.79647578680803,54412900,0.009042246579346713
2023-11-17,187.91534423828125,188.5988913131576,186.80582731444395,188.47010270019993,50922700,-0.0001054681115663092
2023-11-20,189.6588592529297,190.11456230851306,188.10355547172335,188.11345647352806,46505100,0.009278193974610272
2023-11-21,188.85646057128906,189.72823253932046,187.9648865974642,189.61926104331656,38134500,-0.004230747167842774
2023-11-22,189.52017211914062,191.12501116236683,189.04466705374648,189.69849596618437,39617700,0.0035143703627815714
2023-11-24,188.19273376464844,189.1140258787283,187.47946852715137,189.0843077535022,24048300,-0.00700420614676156
2023-11-27,188.01441955566406,188.88619158317397,187.1327465245819,188.1432081822833,40552600,-0.0009475084686710877
2023-11-28,188.6186981201172,189.29234420962146,187.62805366546104,188.0045033953615,38415400,0.003214001170129599
2023-11-29,187.59832763671875,190.29288164913223,187.2020759179661,189.11401237919708,43014200,-0.005409699534394186
2023-11-30,188.1728973388672,188.53944603911236,186.42936866830843,188.06392585220516,48794400,0.003062765587447558
2023-12-01,189.4508514404297,189.76784980640184,187.4596464071562,188.54936135651158,45704800,0.0067913823915943805
2023-12-04,187.65777587890625,188.2719857330804,185.69630404843608,188.20263336404662,43389500,-0.009464594895670086
2023-12-05,191.6104278564453,192.58125508438908,188.40073472916,188.43046796633192,66628400,0.02106308656290201
2023-12-06,190.520751953125,192.93791176533594,190.3127099631217,192.6308143978356,41089700,-0.005686934242100317
2023-12-07,192.45249938964844,193.17566559760107,191.7788533108163,191.81848755335412,47477700,0.010139301974824821
2023-12-08,193.8790283203125,194.15640755182167,191.8581052152776,192.38314555463674,53406400,0.007412368949160086
2023-12-11,191.3726806640625,191.6797931299085,189.62915193698308,191.30334341541183,60943700,-0.012927378881377516
2023-12-12,192.8883819580078,192.8982829604503,189.92634969600132,191.27362671385956,52696900,0.007920155001674312
2023-12-13,196.1079559326172,196.14757505430106,193.02705149757753,193.26479645974607,70404200,0.016691383596707743
2023-12-14,196.25656127929688,197.75242887078264,194.32480773637585,196.16740691178524,66831600,0.0007577731661776443
2023-12-15,195.72161865234375,196.54384019084355,195.15694409646994,195.6819844119138,128538400,-0.002725731172838808
2023-12-18,194.05735778808594,194.79044018738927,192.5713909822812,194.25548367231937,55751900,-0.008503204069725157
2023-12-19,195.09750366210938,195.10740466398735,194.05732405565033,194.32480226669028,40714100,0.005359991941966458
2023-12-20,193.0072479248047,195.8305753609382,193.0072479248047,195.05787394759355,52242800,-0.01071390303857922
2023-12-21,192.858642578125,195.23619818360498,191.6896894536902,194.26537091395173,46482500,-0.0007699469749321564
2023-12-22,191.78875732421875,193.58182122700063,191.164646529934,193.35396213687642,37149600,-0.005547510029128455
2023-12-26,191.24391174316406,192.0760494430794,191.02596875756228,191.7986702097743,28919300,-0.0028408629820444453
2023-12-27,191.3429718017578,191.6897034098951,189.3022466284661,190.68915794498034,48087700,0.000517977579996387
2023-12-28,191.76895141601562,192.8388492190412,191.36278357008254,192.32370988068791,34049900,0.0022262621419884
2023-12-29,190.72877502441406,192.58127531145587,189.9362564400636,192.08595308574118,42672100,-0.005424112630959987
2024-01-02,183.90322875976562,186.67703614744315,182.16960103197144,185.39909638597572,82488700,-0.03578666231026095
2024-01-03,182.5262451171875,184.14100045386294,181.7139093893273,182.49652699212288,58414500,-0.00748754468240953
2024-01-04,180.2081298828125,181.37708304150152,179.18776734055538,180.44587486910356,71983600,-0.012700174886557836
2024-01-05,179.4849395751953,181.05015949262307,178.48439420396812,180.28737421180142,62379700,-0.004013083694323183
2024-01-08,183.82398986816406,183.86362411289957,179.80197564152536,180.38645226507356,59144500,0.02417501046738746
2024-01-09,183.40792846679688,183.41782947036643,181.02047151140061,182.1993409257264,42841800,-0.002263368353965012
2024-01-10,184.44808959960938,184.6561164657865,182.1993225017619,182.6253074687535,46792900,0.005671298626552135
2024-01-11,183.8536834716797,185.3000308909078,181.90211286972462,184.7947925921475,49128400,-0.0032226201378392494
2024-01-12,184.18060302734375,184.99293868218925,183.45743685571247,184.3192926371913,40477800,0.0017781506983753914
2024-01-16,181.9120330810547,182.5361287641061,179.23728115128065,180.45578462721193,65603000,-0.012317094791747807
2024-01-17,180.9709014892578,181.21856257523459,178.61317822966134,179.5741044525339,47317400,-0.005173553260094277
2024-01-18,186.86524963378906,187.37047281337263,184.09144241490495,184.34900450558874,78005800,0.03257069559816017
2024-01-19,189.767822265625,190.1541729432286,187.05346652103705,187.55868967912403,68903000,0.015532971686947006
2024-01-22,192.0760498046875,193.50258021639056,190.46129453087994,190.50092877344645,60133900,0.012163429560948291
