Price,Close,High,Low,Open,Volume,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2023-01-03,123.2112045288086,128.9545531314731,122.32457886036785,128.34377240566315,112117500,
2023-01-04,124.4820327758789,126.74785308207225,123.22105739420844,125.00415469022626,89113600,0.010314226307017282
2023-01-05,123.16194152832031,125.87107085400619,122.90581107632524,125.24058317585433,80962700,-0.010604672964614315
2023-01-06,127.69357299804688,128.3536136037993,123.03387482286254,124.13723200436364,87754700,0.03679408925755312
2023-01-09,128.21571350097656,131.4272732222333,127.95958301489433,128.53096489801374,70790800,0.004089011613275684
2023-01-10,128.78707885742188,129.30920076375085,126.21586822934367,128.32406282244906,63896200,0.004456281845991894
2023-01-11,131.50607299804688,131.52576493439358,128.52110615216108,129.29935853420528,69458900,0.021112320931163886
2023-01-12,131.42724609375,132.26460425926095,129.48652329837336,131.89026209256642,71379600,-0.0005994164565924498
2023-01-13,132.75717163085938,132.9147972949888,129.70325330640753,130.0677495016975,57809700,0.010119100693631644
2023-01-17,133.91964721679688,135.24957434953774,132.1365500404185,132.82614355724837,63646600,0.00875640518442089
2023-01-18,133.2005157470703,136.5499789381121,133.02318309021993,134.78658853017248,69672800,-0.005369872790677133
2023-01-19,133.25961303710938,134.22504400705918,131.78190613060963,132.08729648616435,58280400,0.00044367163075609284
2023-01-20,135.8209228515625,135.96870251811072,132.22517644566975,133.26941994844375,80223600,0.019220450638258058
2023-01-23,139.01284790039062,141.1900098722199,135.8505477576372,136.06727935780177,81760300,0.023500981894494677
2023-01-24,140.4117431640625,141.03238502581226,138.21488923833545,138.22473520857972,66435100,0.010063064564177937
2023-01-25,139.75169372558594,140.31321463501226,136.74701946562928,138.79610855058309,65799300,-0.004700813647084634
2023-01-26,141.8204803466797,142.10616376720364,139.79108333600698,141.04221286895242,54105100,0.014803302671636986
2023-01-27,143.7611541748047,145.04183634112735,140.95352042033858,141.03233324940567,70555800,0.013684016746953853
2023-01-30,140.87472534179688,143.38683009380475,140.7269606636837,142.8056023172103,64015300,-0.0200779469918424
2023-01-31,142.1455535888672,142.19481349464007,140.16543164570373,140.57918779657314,65874500,0.009020981187271016
2023-02-01,143.2686004638672,144.43107102589934,139.2196980441436,141.83030751885846,77663600,0.007900682410708626
2023-02-02,148.57850646972656,148.9331416858034,145.96788199485025,146.68702845858084,118339000,0.03706259423675018
2023-02-03,152.2038116455078,155.04101372137666,145.6329433931969,145.82996797468513,154357300,0.024399930123943703
2023-02-06,149.47496032714844,150.8246093903739,148.53908238509402,150.30248753748006,69858300,-0.017928928906951636
2023-02-07,152.35157775878906,152.9229595728958,148.4011799958932,148.4011799958932,83322600,0.019244811474408152
2023-02-08,149.66212463378906,152.28259464697476,148.92327132396665,151.59300123087564,64120100,-0.017652939106794663
2023-02-09,148.62777709960938,152.036361465456,148.18446797066764,151.49453251585427,56007100,-0.0069112177627482785
2023-02-10,148.99282836914062,149.31842209117474,147.226745512614,147.46354505272012,57450700,0.0024561443133648275
2023-02-13,151.79489135742188,152.19940317198714,148.90402220916044,148.9336202674222,62199000,0.018806697066914735
2023-02-14,151.15359497070312,151.71598829923826,148.84485563822165,150.08801949687324,61707600,-0.004224756057229384
2023-02-15,153.25514221191406,153.42286958750384,150.83787171493694,151.06479521662123,65573800,0.01390338907664268
2023-02-16,151.6567840576172,154.24178188706213,151.3015922520093,151.45944356730615,68167900,-0.010429393306012114
2023-02-17,150.5122528076172,150.95623873407766,148.83496427712012,150.314927401964,59144100,-0.007546851643413288
2023-02-21,146.49661254882812,149.27895045459564,146.42755543146694,148.19363813923312,58867200,-0.02667982296379423
2023-02-22,146.9208984375,147.9469997349945,145.19427453082793,146.88142431742384,51011300,0.002896216378589944
2023-02-23,147.4043426513672,148.3317887532872,145.27320688340583,148.0851281966049,48394200,0.0032905067897663898
2023-02-24,144.75025939941406,145.22384336023686,143.77347836618958,145.14491019093927,55469600,-0.01800546174023121
2023-02-27,145.94410705566406,147.1774097603546,145.48038403430326,145.73692063205627,44998500,0.008247637421883836
2023-02-28,145.44091796875,147.08860849628215,144.86866373473268,145.08572620470352,50547000,-0.0034478205188658295
2023-03-01,143.36895751953125,145.26330849706878,143.0729618860178,144.86865768902635,55479000,-0.014246062787254599
2023-03-02,143.9609375,144.75025410916558,141.97777744941413,142.45137644789077,52238100,0.0041290666453237534
2023-03-03,149.01254272460938,149.09147589261863,145.36197027021535,146.06247767198354,70732300,0.03509011063927936
2023-03-06,151.77516174316406,154.21216902598104,151.41010897005816,151.7356876269036,87558000,0.01853950659482595
2023-03-07,149.57496643066406,151.97249979658332,149.11124338331118,151.64690605769943,56182000,-0.014496412240516676
2023-03-08,150.82798767089844,151.41997901042942,149.80188641133856,150.76879154793838,47204800,0.008377212244371268
2023-03-09,148.5784454345703,152.47567911750554,148.2232536400137,151.5087739759212,53833600,-0.014914620761476649
2023-03-10,146.516357421875,148.92376664622063,145.63824652167983,148.20352210122027,68572400,-0.013878783067516998
2023-03-13,148.4600067138672,151.0943387592709,145.72700445726582,145.83553566759903,84457100,0.013265749478030608
2023-03-14,150.5517120361328,151.35088971565344,148.09498288130473,149.25921331444258,73695900,0.014089352200401306
2023-03-15,150.94639587402344,151.2029174267054,147.91739708809698,149.17043689978033,77167900,0.002621583192596866
2023-03-16,153.76817321777344,154.3700254849667,149.6144034630521,150.127461556798,76161100,0.018693903404656265
2023-03-17,152.92950439453125,154.64626683139153,152.21912097617263,153.99507952206918,98944600,-0.005454111899049652
2023-03-20,155.2974853515625,155.71188834819753,152.09089801379864,152.99862213932042,73641400,0.015484134120530957
2023-03-21,157.15234375,157.2707359778321,154.44893912645242,155.21853377224946,73938300,0.01194390491409747
2023-03-22,155.7217559814453,159.97418188471804,155.70201892005895,157.17212136652458,75701800,-0.009103190791926674
2023-03-23,156.80702209472656,159.39203464017027,155.57371946683134,156.70836691747317,67622100,0.00696926454779101
2023-03-24,158.10939025878906,158.1981844310787,155.74145533462084,156.73795839634036,59196500,0.008305547459958484
2023-03-27,156.1656951904297,158.62243920020293,155.76116835559435,157.80352453027854,52390300,-0.01229335629704209
2023-03-28,155.5441131591797,156.3729039229444,153.8964227422894,155.85984584155918,45992200,-0.003980272559168885
2023-03-29,158.6224822998047,158.89874093159347,157.2214520800284,157.2411740858945,51305700,0.019790971693507187
2023-03-30,160.19122314453125,160.29975438530866,159.1157867936236,159.37230833774987,49501700,0.009889776165282527
2023-03-31,162.69729614257812,162.7959663866168,159.74724553838644,160.27016471086742,68749800,0.01564425908519218
2023-04-03,163.9503173828125,164.06870961825848,162.02636828199599,162.07570339841976,56976200,0.007701549257071338
2023-04-04,163.41754150390625,164.61137005549932,162.90448337873613,164.37458557847017,46278300,-0.0032496178562573252
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700,-0.01129038523092829
2023-04-06,162.4604949951172,162.75649064193277,159.83602334429725,160.26027222926052,45390100,0.0054959879835467795
2023-04-10,159.8656005859375,159.8656005859375,157.94165171461705,159.26374836927192,47716900,-0.015972464008912945
2023-04-11,158.65203857421875,160.191197704471,158.36590395989919,160.18133670413533,47644200,-0.00759113910228848
2023-04-12,157.96142578125,159.8952361057982,157.64569304379242,159.0664602524204,50133100,-0.00435300295650265
2023-04-13,163.34848022460938,163.58527977239888,159.26378211877287,159.47098360495934,68445600,0.03410360736310114
2023-04-14,163.00315856933594,164.0983319737809,161.63172656331614,162.39143019016473,49386500,-0.0021140181702248295
2023-04-17,163.02288818359375,163.18075455042484,161.83892054229136,162.8847588763579,41516200,0.00012103823282316739
2023-04-18,164.24630737304688,165.1737533320214,163.4372536454433,163.88125462301093,49923000,0.0075045854179403015
2023-04-19,165.3907928466797,165.9137118693031,163.32869975496104,163.5852362939575,47720200,0.006968104744256909
2023-04-20,164.42391967773438,165.6276243886042,163.3484832728481,163.87140244421354,52456400,-0.005845991498702241
2023-04-21,162.81568908691406,164.226580111448,162.29276996055185,162.84528714652217,58337300,-0.009781001413738277
2023-04-24,163.1215362548828,163.38793383083043,161.70076925644653,162.79594256316088,41949600,0.001878487077529023
2023-04-25,161.58238220214844,164.08844653165775,161.54290808705858,162.98341218856248,48714100,-0.009435627496355847
2023-04-26,161.57249450683594,163.07219461797823,160.6253265824028,160.8818480921529,45498800,-6.119290468264982e-05
2023-04-27,166.160400390625,166.3083906842776,162.98341161052969,162.98341161052969,64902300,0.028395339799590413
2023-04-28,167.41342163085938,167.5811640335514,165.63747792316207,166.23933019675923,55275900,0.007541034068819341
2023-05-01,167.3246612548828,168.17317422093868,166.38735409649894,167.01880455577543,52472900,-0.0005301867383863401
2023-05-02,166.2886505126953,168.07448533412125,165.30200842691818,167.81794875664258,48425700,-0.006191620137867004
2023-05-03,165.2132110595703,168.6368602354505,164.92709148440827,167.23583030731814,65136000,-0.006467305193765482
2023-05-04,163.5753631591797,164.80866560341155,162.11513728059836,162.68739142131733,81235400,-0.00991354075068529
2023-05-05,171.25148010253906,171.97172463520235,168.4790030974248,168.6960655683585,113453200,0.04692709705855602
2023-05-08,171.18240356445312,171.5277343198539,169.8109716539451,170.1760244116815,55962800,-0.0004033631595159459
2023-05-09,169.47552490234375,171.22187065365208,169.3077975448434,170.73842563937583,45326900,-0.009971110502994596
2023-05-10,171.24159240722656,171.70531537679722,169.60376298512443,170.70881232248743,53724500,0.010420782032688702
2023-05-11,171.42904663085938,172.2578222934666,169.8701504721675,171.52771685234399,49514700,0.0010946769473332285
2023-05-12,170.5003204345703,171.97244074298538,168.94914270667581,171.5377153905618,45533100,-0.005417554460819596
